time,latitude,longitude,clay_content,sand_content,silt_content,sm_aux,sm_tgt
2013-05-23,51.375,12.625,16.0,51.0,32.0,0.1283704,0.41
2013-05-24,51.375,12.625,16.0,51.0,32.0,0.13828059,0.48
2013-05-25,51.375,12.625,16.0,51.0,32.0,0.1582311,0.42
2013-05-26,51.375,12.625,16.0,51.0,32.0,0.16675864,0.52
2013-05-28,51.375,12.625,16.0,51.0,32.0,0.20172949,0.44
2013-05-29,51.375,12.625,16.0,51.0,32.0,0.21535912,0.43
2013-05-30,51.375,12.625,16.0,51.0,32.0,0.21901499,0.43
2013-06-01,51.375,12.625,16.0,51.0,32.0,0.20550847,0.45
2013-06-04,51.375,12.625,16.0,51.0,32.0,0.16220045,0.49
2013-06-05,51.375,12.625,16.0,51.0,32.0,0.16253138,0.48
2013-06-06,51.375,12.625,16.0,51.0,32.0,0.15529205,0.44
2013-06-07,51.375,12.625,16.0,51.0,32.0,0.15082794,0.46
2013-06-08,51.375,12.625,16.0,51.0,32.0,0.15553136,0.39
2013-06-09,51.375,12.625,16.0,51.0,32.0,0.15257889,0.43
2013-06-10,51.375,12.625,16.0,51.0,32.0,0.15990222,0.56
2013-06-11,51.375,12.625,16.0,51.0,32.0,0.16505362,0.46
2013-06-12,51.375,12.625,16.0,51.0,32.0,0.1694522,0.39
2013-06-13,51.375,12.625,16.0,51.0,32.0,0.16720192,0.42
2013-06-14,51.375,12.625,16.0,51.0,32.0,0.16323067,0.6
2013-06-15,51.375,12.625,16.0,51.0,32.0,0.16163486,0.39
2013-06-16,51.375,12.625,16.0,51.0,32.0,0.16418062,0.44
2013-06-17,51.375,12.625,16.0,51.0,32.0,0.17552327,0.35
2013-06-18,51.375,12.625,16.0,51.0,32.0,0.17897621,0.45
2013-06-19,51.375,12.625,16.0,51.0,32.0,0.18522394,0.5
2013-06-20,51.375,12.625,16.0,51.0,32.0,0.18828125,0.45
2013-06-21,51.375,12.625,16.0,51.0,32.0,0.19125494,0.45
2013-06-22,51.375,12.625,16.0,51.0,32.0,0.19819991,0.42
2013-06-23,51.375,12.625,16.0,51.0,32.0,0.19523713,0.43
2013-06-24,51.375,12.625,16.0,51.0,32.0,0.19249533,0.38
2013-06-25,51.375,12.625,16.0,51.0,32.0,0.18722402,0.45
2013-06-27,51.375,12.625,16.0,51.0,32.0,0.18519947,0.47
2013-06-28,51.375,12.625,16.0,51.0,32.0,0.18011351,0.49
2013-06-29,51.375,12.625,16.0,51.0,32.0,0.18772565,0.47
2013-06-30,51.375,12.625,16.0,51.0,32.0,0.18171571,0.48
2013-07-01,51.375,12.625,16.0,51.0,32.0,0.18507035,0.44
2013-07-02,51.375,12.625,16.0,51.0,32.0,0.17855129,0.5
2013-07-03,51.375,12.625,16.0,51.0,32.0,0.17840086,0.08
2013-07-04,51.375,12.625,16.0,51.0,32.0,0.18696998,0.49
2013-07-05,51.375,12.625,16.0,51.0,32.0,0.1875098,0.43
2013-07-06,51.375,12.625,16.0,51.0,32.0,0.18334545,0.49
2013-07-07,51.375,12.625,16.0,51.0,32.0,0.17557855,0.49
2013-07-08,51.375,12.625,16.0,51.0,32.0,0.16754745,0.46
2013-07-09,51.375,12.625,16.0,51.0,32.0,0.17509308,0.43
2013-07-10,51.375,12.625,16.0,51.0,32.0,0.18009867,0.32
2013-07-11,51.375,12.625,16.0,51.0,32.0,0.178774,0.46
2013-07-12,51.375,12.625,16.0,51.0,32.0,0.17615741,0.5
2013-07-13,51.375,12.625,16.0,51.0,32.0,0.17460983,0.44
2013-07-14,51.375,12.625,16.0,51.0,32.0,0.17587179,0.5
2013-07-15,51.375,12.625,16.0,51.0,32.0,0.17780209,0.42
2013-07-16,51.375,12.625,16.0,51.0,32.0,0.17785512,0.46
2013-07-17,51.375,12.625,16.0,51.0,32.0,0.17532046,0.42
2013-07-18,51.375,12.625,16.0,51.0,32.0,0.1861892,0.45
2013-07-19,51.375,12.625,16.0,51.0,32.0,0.1897239,0.31
2013-07-20,51.375,12.625,16.0,51.0,32.0,0.18545055,0.45
2013-07-21,51.375,12.625,16.0,51.0,32.0,0.19224584,0.45
2013-07-22,51.375,12.625,16.0,51.0,32.0,0.19455877,0.35
2013-07-23,51.375,12.625,16.0,51.0,32.0,0.21020888,0.31
2013-07-24,51.375,12.625,16.0,51.0,32.0,0.21095186,0.3
2013-07-25,51.375,12.625,16.0,51.0,32.0,0.2130931,0.45
2013-07-26,51.375,12.625,16.0,51.0,32.0,0.21867152,0.35
2013-07-27,51.375,12.625,16.0,51.0,32.0,0.22064067,0.43
2013-07-28,51.375,12.625,16.0,51.0,32.0,0.22652489,0.35
2013-07-29,51.375,12.625,16.0,51.0,32.0,0.22035713,0.22
2013-07-30,51.375,12.625,16.0,51.0,32.0,0.22424033,0.53
2013-07-31,51.375,12.625,16.0,51.0,32.0,0.22369847,0.34
2013-08-01,51.375,12.625,16.0,51.0,32.0,0.2373396,0.38
2013-08-02,51.375,12.625,16.0,51.0,32.0,0.25156984,0.29
2013-08-03,51.375,12.625,16.0,51.0,32.0,0.25063583,0.29
2013-08-04,51.375,12.625,16.0,51.0,32.0,0.25937074,0.26
2013-08-05,51.375,12.625,16.0,51.0,32.0,0.26179892,0.44
2013-08-06,51.375,12.625,16.0,51.0,32.0,0.2632363,0.36
2013-08-07,51.375,12.625,16.0,51.0,32.0,0.25848892,0.42
2013-08-08,51.375,12.625,16.0,51.0,32.0,0.24963215,0.42
2013-08-09,51.375,12.625,16.0,51.0,32.0,0.24243566,0.31
2013-08-10,51.375,12.625,16.0,51.0,32.0,0.23147795,0.32
2013-08-11,51.375,12.625,16.0,51.0,32.0,0.21077392,0.33
2013-08-12,51.375,12.625,16.0,51.0,32.0,0.19784969,0.31
2013-08-14,51.375,12.625,16.0,51.0,32.0,0.18037252,0.35
2013-08-15,51.375,12.625,16.0,51.0,32.0,0.17892024,0.32
2013-08-16,51.375,12.625,16.0,51.0,32.0,0.17330886,0.28
2013-08-17,51.375,12.625,16.0,51.0,32.0,0.16733831,0.29
2013-08-18,51.375,12.625,16.0,51.0,32.0,0.16730654,0.25
2013-08-19,51.375,12.625,16.0,51.0,32.0,0.16900465,0.28
2013-08-20,51.375,12.625,16.0,51.0,32.0,0.16373296,0.37
2013-08-21,51.375,12.625,16.0,51.0,32.0,0.1604764,0.3
2013-08-22,51.375,12.625,16.0,51.0,32.0,0.15811478,0.23
2013-08-23,51.375,12.625,16.0,51.0,32.0,0.16092159,0.28
2013-08-24,51.375,12.625,16.0,51.0,32.0,0.15339953,0.3
2013-08-25,51.375,12.625,16.0,51.0,32.0,0.14668745,0.27
2013-08-26,51.375,12.625,16.0,51.0,32.0,0.14345297,0.27
2013-08-27,51.375,12.625,16.0,51.0,32.0,0.13765718,0.26
2013-08-28,51.375,12.625,16.0,51.0,32.0,0.13205451,0.28
2013-08-30,51.375,12.625,16.0,51.0,32.0,0.13476676,0.23
2013-08-31,51.375,12.625,16.0,51.0,32.0,0.14295572,0.23
2013-09-01,51.375,12.625,16.0,51.0,32.0,0.15105039,0.3
2013-09-02,51.375,12.625,16.0,51.0,32.0,0.16020168,0.28
2013-09-03,51.375,12.625,16.0,51.0,32.0,0.16494074,0.36
2013-09-04,51.375,12.625,16.0,51.0,32.0,0.17853741,0.39
2013-09-05,51.375,12.625,16.0,51.0,32.0,0.19991753,0.29
2013-09-06,51.375,12.625,16.0,51.0,32.0,0.21423844,0.28
2013-09-07,51.375,12.625,16.0,51.0,32.0,0.22010477,0.27
2013-09-08,51.375,12.625,16.0,51.0,32.0,0.23591264,0.23
2013-09-09,51.375,12.625,16.0,51.0,32.0,0.24341583,0.36
2013-09-10,51.375,12.625,16.0,51.0,32.0,0.23800349,0.36
2013-09-11,51.375,12.625,16.0,51.0,32.0,0.22530723,0.38
2013-09-13,51.375,12.625,16.0,51.0,32.0,0.22036277,0.38
2013-09-15,51.375,12.625,16.0,51.0,32.0,0.2270863,0.33
2013-09-16,51.375,12.625,16.0,51.0,32.0,0.22150584,0.35
2013-09-17,51.375,12.625,16.0,51.0,32.0,0.22121176,0.34
2013-09-18,51.375,12.625,16.0,51.0,32.0,0.21750592,0.36
2013-09-19,51.375,12.625,16.0,51.0,32.0,0.22444226,0.36
2013-09-20,51.375,12.625,16.0,51.0,32.0,0.23275062,0.37
2013-09-21,51.375,12.625,16.0,51.0,32.0,0.23043999,0.34
2013-09-22,51.375,12.625,16.0,51.0,32.0,0.23807928,0.35
2013-09-23,51.375,12.625,16.0,51.0,32.0,0.24193922,0.38
2013-09-24,51.375,12.625,16.0,51.0,32.0,0.24135673,0.35
2013-09-25,51.375,12.625,16.0,51.0,32.0,0.22560956,0.36
2013-09-26,51.375,12.625,16.0,51.0,32.0,0.21178707,0.34
2013-09-27,51.375,12.625,16.0,51.0,32.0,0.20797384,0.38
2013-09-28,51.375,12.625,16.0,51.0,32.0,0.20900491,0.34
2013-09-29,51.375,12.625,16.0,51.0,32.0,0.1999133,0.35
2013-10-01,51.375,12.625,16.0,51.0,32.0,0.19696869,0.32
2013-10-02,51.375,12.625,16.0,51.0,32.0,0.19537091,0.32
2013-10-03,51.375,12.625,16.0,51.0,32.0,0.19837476,0.3
2013-10-04,51.375,12.625,16.0,51.0,32.0,0.20395294,0.32
2013-10-05,51.375,12.625,16.0,51.0,32.0,0.2062942,0.34
2013-10-06,51.375,12.625,16.0,51.0,32.0,0.21952686,0.43
2013-10-07,51.375,12.625,16.0,51.0,32.0,0.23696445,0.32
2013-10-08,51.375,12.625,16.0,51.0,32.0,0.26131785,0.34
2013-10-09,51.375,12.625,16.0,51.0,32.0,0.27014604,0.34
2013-10-10,51.375,12.625,16.0,51.0,32.0,0.28336096,0.36
2013-10-11,51.375,12.625,16.0,51.0,32.0,0.29450822,0.55
2013-10-12,51.375,12.625,16.0,51.0,32.0,0.30655444,0.38
2013-10-13,51.375,12.625,16.0,51.0,32.0,0.318027,0.42
2013-10-14,51.375,12.625,16.0,51.0,32.0,0.31973165,0.4
2013-10-15,51.375,12.625,16.0,51.0,32.0,0.3249726,0.41
2013-10-17,51.375,12.625,16.0,51.0,32.0,0.3297749,0.41
2013-10-18,51.375,12.625,16.0,51.0,32.0,0.32857284,0.43
2013-10-19,51.375,12.625,16.0,51.0,32.0,0.3154972,0.41
2013-10-20,51.375,12.625,16.0,51.0,32.0,0.31452665,0.41
2013-10-21,51.375,12.625,16.0,51.0,32.0,0.32297388,0.38
2013-10-22,51.375,12.625,16.0,51.0,32.0,0.31785107,0.41
2013-10-23,51.375,12.625,16.0,51.0,32.0,0.30389538,0.36
2013-10-24,51.375,12.625,16.0,51.0,32.0,0.29418465,0.38
2013-10-25,51.375,12.625,16.0,51.0,32.0,0.28644177,0.4
2013-10-26,51.375,12.625,16.0,51.0,32.0,0.2863158,0.4
2013-10-27,51.375,12.625,16.0,51.0,32.0,0.27094764,0.37
2013-10-28,51.375,12.625,16.0,51.0,32.0,0.26210618,0.37
2013-10-29,51.375,12.625,16.0,51.0,32.0,0.2663921,0.37
2013-10-30,51.375,12.625,16.0,51.0,32.0,0.27615485,0.34
2013-10-31,51.375,12.625,16.0,51.0,32.0,0.29397124,0.39
2013-11-02,51.375,12.625,16.0,51.0,32.0,0.29469836,0.39
2013-11-03,51.375,12.625,16.0,51.0,32.0,0.30966154,0.38
2013-11-04,51.375,12.625,16.0,51.0,32.0,0.32772422,0.39
2013-11-05,51.375,12.625,16.0,51.0,32.0,0.3339731,0.4
2013-11-06,51.375,12.625,16.0,51.0,32.0,0.32547757,0.38
2013-11-07,51.375,12.625,16.0,51.0,32.0,0.32745454,0.49
2013-11-08,51.375,12.625,16.0,51.0,32.0,0.32658964,0.48
2013-11-09,51.375,12.625,16.0,51.0,32.0,0.32997778,0.4
2013-11-10,51.375,12.625,16.0,51.0,32.0,0.32116082,0.4
2013-11-11,51.375,12.625,16.0,51.0,32.0,0.3187592,0.44
2013-11-12,51.375,12.625,16.0,51.0,32.0,0.3219993,0.44
2013-11-13,51.375,12.625,16.0,51.0,32.0,0.32521808,0.51
2013-11-14,51.375,12.625,16.0,51.0,32.0,0.31130108,0.45
2013-11-15,51.375,12.625,16.0,51.0,32.0,0.30851755,0.43
2013-11-16,51.375,12.625,16.0,51.0,32.0,0.30806977,0.48
2013-11-18,51.375,12.625,16.0,51.0,32.0,0.33060238,0.45
2013-11-19,51.375,12.625,16.0,51.0,32.0,0.32795432,0.5
2013-11-20,51.375,12.625,16.0,51.0,32.0,0.3197019,0.5
2013-11-21,51.375,12.625,16.0,51.0,32.0,0.31219012,0.48
2013-11-22,51.375,12.625,16.0,51.0,32.0,0.3032283,0.55
2013-11-23,51.375,12.625,16.0,51.0,32.0,0.31421584,0.54
2013-11-24,51.375,12.625,16.0,51.0,32.0,0.30461174,0.33
2013-11-25,51.375,12.625,16.0,51.0,32.0,0.31287652,0.4
2013-11-26,51.375,12.625,16.0,51.0,32.0,0.3281575,0.36
2013-11-27,51.375,12.625,16.0,51.0,32.0,0.32384825,0.33
2013-11-29,51.375,12.625,16.0,51.0,32.0,0.31172147,0.49
2013-11-30,51.375,12.625,16.0,51.0,32.0,0.30707607,0.44
2013-12-01,51.375,12.625,16.0,51.0,32.0,0.31797084,0.42
2013-12-02,51.375,12.625,16.0,51.0,32.0,0.30602992,0.45
2013-12-03,51.375,12.625,16.0,51.0,32.0,0.29682985,0.5
2013-12-04,51.375,12.625,16.0,51.0,32.0,0.28447792,0.41
2013-12-05,51.375,12.625,16.0,51.0,32.0,0.2822126,0.5
2013-12-06,51.375,12.625,16.0,51.0,32.0,0.299263,0.47
2013-12-08,51.375,12.625,16.0,51.0,32.0,0.31716678,0.47
2013-12-09,51.375,12.625,16.0,51.0,32.0,0.3333438,0.48
2013-12-10,51.375,12.625,16.0,51.0,32.0,0.34849775,0.47
2013-12-11,51.375,12.625,16.0,51.0,32.0,0.34789515,0.49
2013-12-12,51.375,12.625,16.0,51.0,32.0,0.3399145,0.48
2013-12-13,51.375,12.625,16.0,51.0,32.0,0.3403848,0.53
2013-12-14,51.375,12.625,16.0,51.0,32.0,0.34417623,0.43
2013-12-15,51.375,12.625,16.0,51.0,32.0,0.33249357,0.43
2013-12-16,51.375,12.625,16.0,51.0,32.0,0.30938354,0.49
2013-12-17,51.375,12.625,16.0,51.0,32.0,0.3001746,0.43
2013-12-18,51.375,12.625,16.0,51.0,32.0,0.29462454,0.46
2013-12-19,51.375,12.625,16.0,51.0,32.0,0.30440935,0.48
2013-12-20,51.375,12.625,16.0,51.0,32.0,0.29305732,0.45
2013-12-21,51.375,12.625,16.0,51.0,32.0,0.2851623,0.46
2013-12-22,51.375,12.625,16.0,51.0,32.0,0.27757967,0.41
2013-12-23,51.375,12.625,16.0,51.0,32.0,0.28006485,0.43
2013-12-24,51.375,12.625,16.0,51.0,32.0,0.29593685,0.38
2013-12-25,51.375,12.625,16.0,51.0,32.0,0.28480002,0.43
2013-12-26,51.375,12.625,16.0,51.0,32.0,0.28687426,0.36
2013-12-27,51.375,12.625,16.0,51.0,32.0,0.29931772,0.44
2013-12-28,51.375,12.625,16.0,51.0,32.0,0.29831627,0.44
2013-12-29,51.375,12.625,16.0,51.0,32.0,0.3004043,0.42
2013-12-30,51.375,12.625,16.0,51.0,32.0,0.29777887,0.45
2013-12-31,51.375,12.625,16.0,51.0,32.0,0.30507833,0.34
2013-01-01,51.375,12.875,20.0,39.0,40.0,0.32316035,0.43
2013-01-02,51.375,12.875,20.0,39.0,40.0,0.34114552,0.42
2013-01-03,51.375,12.875,20.0,39.0,40.0,0.36677873,0.42
2013-01-04,51.375,12.875,20.0,39.0,40.0,0.38813332,0.43
2013-01-05,51.375,12.875,20.0,39.0,40.0,0.3963939,0.56
2013-01-06,51.375,12.875,20.0,39.0,40.0,0.40966976,0.54
2013-01-07,51.375,12.875,20.0,39.0,40.0,0.4069874,0.51
2013-01-08,51.375,12.875,20.0,39.0,40.0,0.38617375,0.42
2013-01-09,51.375,12.875,20.0,39.0,40.0,0.369884,0.53
2013-01-10,51.375,12.875,20.0,39.0,40.0,0.341568,0.42
2013-01-11,51.375,12.875,20.0,39.0,40.0,0.3067968,0.5
2013-01-12,51.375,12.875,20.0,39.0,40.0,0.27218202,0.47
2013-01-13,51.375,12.875,20.0,39.0,40.0,0.23643689,0.47
2013-01-14,51.375,12.875,20.0,39.0,40.0,0.21282038,0.31
2013-01-15,51.375,12.875,20.0,39.0,40.0,0.18983606,0.38
2013-01-16,51.375,12.875,20.0,39.0,40.0,0.17595541,0.37
2013-01-17,51.375,12.875,20.0,39.0,40.0,0.17569312,0.47
2013-01-18,51.375,12.875,20.0,39.0,40.0,0.1528472,0.43
2013-01-19,51.375,12.875,20.0,39.0,40.0,0.1503592,0.34
2013-01-20,51.375,12.875,20.0,39.0,40.0,0.15124807,0.34
2013-01-21,51.375,12.875,20.0,39.0,40.0,0.14708911,0.32
2013-01-22,51.375,12.875,20.0,39.0,40.0,0.14023784,0.34
2013-01-23,51.375,12.875,20.0,39.0,40.0,0.14311416,0.35
2013-01-24,51.375,12.875,20.0,39.0,40.0,0.16625778,0.36
2013-01-25,51.375,12.875,20.0,39.0,40.0,0.19600336,0.37
2013-01-27,51.375,12.875,20.0,39.0,40.0,0.27314466,0.4
2013-01-28,51.375,12.875,20.0,39.0,40.0,0.30842316,0.26
2013-01-29,51.375,12.875,20.0,39.0,40.0,0.3509707,0.3
2013-01-30,51.375,12.875,20.0,39.0,40.0,0.38100147,0.58
2013-01-31,51.375,12.875,20.0,39.0,40.0,0.3981438,0.41
2013-02-01,51.375,12.875,20.0,39.0,40.0,0.4034207,0.46
2013-02-02,51.375,12.875,20.0,39.0,40.0,0.4060494,0.47
2013-02-03,51.375,12.875,20.0,39.0,40.0,0.39431286,0.41
2013-02-04,51.375,12.875,20.0,39.0,40.0,0.36202744,0.48
2013-02-05,51.375,12.875,20.0,39.0,40.0,0.32563388,0.44
2013-02-06,51.375,12.875,20.0,39.0,40.0,0.300642,0.57
2013-02-07,51.375,12.875,20.0,39.0,40.0,0.27713487,0.33
2013-02-08,51.375,12.875,20.0,39.0,40.0,0.2546482,0.49
2013-02-09,51.375,12.875,20.0,39.0,40.0,0.23775496,0.41
2013-02-12,51.375,12.875,20.0,39.0,40.0,0.22845475,0.3
2013-02-13,51.375,12.875,20.0,39.0,40.0,0.2321541,0.35
2013-02-14,51.375,12.875,20.0,39.0,40.0,0.23816076,0.32
2013-02-15,51.375,12.875,20.0,39.0,40.0,0.24921446,0.32
2013-02-16,51.375,12.875,20.0,39.0,40.0,0.25802177,0.31
2013-02-17,51.375,12.875,20.0,39.0,40.0,0.2723669,0.47
2013-02-18,51.375,12.875,20.0,39.0,40.0,0.2817596,0.45
2013-02-19,51.375,12.875,20.0,39.0,40.0,0.27506316,0.42
2013-02-20,51.375,12.875,20.0,39.0,40.0,0.2643999,0.35
2013-02-24,51.375,12.875,20.0,39.0,40.0,0.194075,0.37
2013-02-25,51.375,12.875,20.0,39.0,40.0,0.1964522,0.22
2013-02-26,51.375,12.875,20.0,39.0,40.0,0.20668729,0.27
2013-02-27,51.375,12.875,20.0,39.0,40.0,0.22272985,0.4
2013-02-28,51.375,12.875,20.0,39.0,40.0,0.24231172,0.3
2013-03-01,51.375,12.875,20.0,39.0,40.0,0.2682576,0.39
2013-03-02,51.375,12.875,20.0,39.0,40.0,0.2955717,0.28
2013-03-03,51.375,12.875,20.0,39.0,40.0,0.32939202,0.29
2013-03-04,51.375,12.875,20.0,39.0,40.0,0.35246247,0.39
2013-03-05,51.375,12.875,20.0,39.0,40.0,0.35318363,0.32
2013-03-06,51.375,12.875,20.0,39.0,40.0,0.35083246,0.43
2013-03-07,51.375,12.875,20.0,39.0,40.0,0.33796573,0.44
2013-03-08,51.375,12.875,20.0,39.0,40.0,0.32167417,0.43
2013-03-09,51.375,12.875,20.0,39.0,40.0,0.3039923,0.49
2013-03-10,51.375,12.875,20.0,39.0,40.0,0.2816489,0.48
2013-03-11,51.375,12.875,20.0,39.0,40.0,0.26167327,0.54
2013-03-12,51.375,12.875,20.0,39.0,40.0,0.2401773,0.46
2013-03-13,51.375,12.875,20.0,39.0,40.0,0.22662136,0.4
2013-03-15,51.375,12.875,20.0,39.0,40.0,0.2085917,0.35
2013-03-18,51.375,12.875,20.0,39.0,40.0,0.22264211,0.37
2013-03-19,51.375,12.875,20.0,39.0,40.0,0.21659745,0.46
2013-03-20,51.375,12.875,20.0,39.0,40.0,0.20791596,0.4
2013-03-21,51.375,12.875,20.0,39.0,40.0,0.19812325,0.42
2013-03-22,51.375,12.875,20.0,39.0,40.0,0.18996756,0.31
2013-03-29,51.375,12.875,20.0,39.0,40.0,0.17782737,0.26
2013-04-01,51.375,12.875,20.0,39.0,40.0,0.21340099,0.38
2013-04-03,51.375,12.875,20.0,39.0,40.0,0.21666697,0.28
2013-04-05,51.375,12.875,20.0,39.0,40.0,0.22659704,0.4
2013-04-06,51.375,12.875,20.0,39.0,40.0,0.23433618,0.49
2013-04-07,51.375,12.875,20.0,39.0,40.0,0.2358342,0.4
2013-04-08,51.375,12.875,20.0,39.0,40.0,0.24910456,0.35
2013-04-09,51.375,12.875,20.0,39.0,40.0,0.25778618,0.39
2013-04-10,51.375,12.875,20.0,39.0,40.0,0.26721287,0.42
2013-04-11,51.375,12.875,20.0,39.0,40.0,0.2728959,0.4
2013-04-12,51.375,12.875,20.0,39.0,40.0,0.27446613,0.42
2013-04-13,51.375,12.875,20.0,39.0,40.0,0.2764987,0.4
2013-04-14,51.375,12.875,20.0,39.0,40.0,0.2700185,0.37
2013-04-15,51.375,12.875,20.0,39.0,40.0,0.2589065,0.44
2013-04-16,51.375,12.875,20.0,39.0,40.0,0.24378131,0.41
2013-04-17,51.375,12.875,20.0,39.0,40.0,0.2244073,0.4
2013-04-18,51.375,12.875,20.0,39.0,40.0,0.21477403,0.4
2013-04-19,51.375,12.875,20.0,39.0,40.0,0.20117992,0.37
2013-04-20,51.375,12.875,20.0,39.0,40.0,0.18855935,0.41
2013-04-21,51.375,12.875,20.0,39.0,40.0,0.1819158,0.39
2013-04-22,51.375,12.875,20.0,39.0,40.0,0.17987044,0.42
2013-04-23,51.375,12.875,20.0,39.0,40.0,0.18619403,0.34
2013-04-24,51.375,12.875,20.0,39.0,40.0,0.19404233,0.4
2013-04-25,51.375,12.875,20.0,39.0,40.0,0.19999292,0.39
2013-04-26,51.375,12.875,20.0,39.0,40.0,0.20572291,0.42
2013-04-27,51.375,12.875,20.0,39.0,40.0,0.2071624,0.51
2013-04-28,51.375,12.875,20.0,39.0,40.0,0.20544182,0.54
2013-04-29,51.375,12.875,20.0,39.0,40.0,0.19515249,0.46
2013-04-30,51.375,12.875,20.0,39.0,40.0,0.17968914,0.4
2013-05-01,51.375,12.875,20.0,39.0,40.0,0.17588264,0.45
2013-05-02,51.375,12.875,20.0,39.0,40.0,0.1665366,0.45
2013-05-03,51.375,12.875,20.0,39.0,40.0,0.16311231,0.44
2013-05-04,51.375,12.875,20.0,39.0,40.0,0.15857287,0.41
2013-05-05,51.375,12.875,20.0,39.0,40.0,0.16566661,0.38
2013-05-06,51.375,12.875,20.0,39.0,40.0,0.16716462,0.39
2013-05-07,51.375,12.875,20.0,39.0,40.0,0.17346133,0.43
2013-05-08,51.375,12.875,20.0,39.0,40.0,0.17412451,0.47
2013-05-09,51.375,12.875,20.0,39.0,40.0,0.16732101,0.39
2013-05-10,51.375,12.875,20.0,39.0,40.0,0.16361682,0.42
2013-05-11,51.375,12.875,20.0,39.0,40.0,0.14395806,0.42
2013-05-12,51.375,12.875,20.0,39.0,40.0,0.13747573,0.42
2013-05-15,51.375,12.875,20.0,39.0,40.0,0.10255871,0.49
2013-05-16,51.375,12.875,20.0,39.0,40.0,0.09527515,0.35
2013-05-17,51.375,12.875,20.0,39.0,40.0,0.1018841,0.39
2013-05-18,51.375,12.875,20.0,39.0,40.0,0.10319127,0.45
2013-05-19,51.375,12.875,20.0,39.0,40.0,0.09767701,0.49
2013-05-20,51.375,12.875,20.0,39.0,40.0,0.10340598,0.48
2013-05-21,51.375,12.875,20.0,39.0,40.0,0.10538579,0.41
2013-05-22,51.375,12.875,20.0,39.0,40.0,0.11451517,0.38
2013-05-23,51.375,12.875,20.0,39.0,40.0,0.12435033,0.41
2013-05-24,51.375,12.875,20.0,39.0,40.0,0.14099225,0.46
2013-05-25,51.375,12.875,20.0,39.0,40.0,0.15429942,0.43
2013-05-26,51.375,12.875,20.0,39.0,40.0,0.17960283,0.55
2013-05-28,51.375,12.875,20.0,39.0,40.0,0.20862736,0.48
2013-05-29,51.375,12.875,20.0,39.0,40.0,0.22492538,0.46
2013-05-30,51.375,12.875,20.0,39.0,40.0,0.23035794,0.46
2013-06-01,51.375,12.875,20.0,39.0,40.0,0.21767578,0.46
2013-06-04,51.375,12.875,20.0,39.0,40.0,0.18252797,0.49
2013-06-05,51.375,12.875,20.0,39.0,40.0,0.17969781,0.51
2013-06-06,51.375,12.875,20.0,39.0,40.0,0.17592172,0.47
2013-06-07,51.375,12.875,20.0,39.0,40.0,0.17294769,0.48
2013-06-08,51.375,12.875,20.0,39.0,40.0,0.17654625,0.4
2013-06-09,51.375,12.875,20.0,39.0,40.0,0.17343186,0.44
2013-06-10,51.375,12.875,20.0,39.0,40.0,0.17917281,0.57
2013-06-11,51.375,12.875,20.0,39.0,40.0,0.18358201,0.48
2013-06-12,51.375,12.875,20.0,39.0,40.0,0.18850605,0.44
2013-06-13,51.375,12.875,20.0,39.0,40.0,0.18479198,0.44
2013-06-15,51.375,12.875,20.0,39.0,40.0,0.1793643,0.39
2013-06-16,51.375,12.875,20.0,39.0,40.0,0.18051799,0.46
2013-06-17,51.375,12.875,20.0,39.0,40.0,0.18938215,0.39
2013-06-18,51.375,12.875,20.0,39.0,40.0,0.19047576,0.43
2013-06-19,51.375,12.875,20.0,39.0,40.0,0.19349574,0.51
2013-06-20,51.375,12.875,20.0,39.0,40.0,0.19727953,0.47
2013-06-21,51.375,12.875,20.0,39.0,40.0,0.19947787,0.47
2013-06-22,51.375,12.875,20.0,39.0,40.0,0.2065255,0.45
2013-06-23,51.375,12.875,20.0,39.0,40.0,0.19919956,0.45
2013-06-24,51.375,12.875,20.0,39.0,40.0,0.19890565,0.39
2013-06-25,51.375,12.875,20.0,39.0,40.0,0.19493662,0.41
2013-06-27,51.375,12.875,20.0,39.0,40.0,0.19268043,0.56
2013-06-28,51.375,12.875,20.0,39.0,40.0,0.18432657,0.5
2013-06-29,51.375,12.875,20.0,39.0,40.0,0.19012511,0.49
2013-06-30,51.375,12.875,20.0,39.0,40.0,0.18537652,0.51
2013-07-01,51.375,12.875,20.0,39.0,40.0,0.18719073,0.47
2013-07-02,51.375,12.875,20.0,39.0,40.0,0.18115534,0.54
2013-07-03,51.375,12.875,20.0,39.0,40.0,0.18113308,0.33
2013-07-04,51.375,12.875,20.0,39.0,40.0,0.18898031,0.48
2013-07-05,51.375,12.875,20.0,39.0,40.0,0.19039771,0.44
2013-07-06,51.375,12.875,20.0,39.0,40.0,0.18706638,0.52
2013-07-07,51.375,12.875,20.0,39.0,40.0,0.17900963,0.51
2013-07-08,51.375,12.875,20.0,39.0,40.0,0.17540985,0.47
2013-07-09,51.375,12.875,20.0,39.0,40.0,0.18263714,0.45
2013-07-10,51.375,12.875,20.0,39.0,40.0,0.1868429,0.36
2013-07-11,51.375,12.875,20.0,39.0,40.0,0.18517552,0.46
2013-07-13,51.375,12.875,20.0,39.0,40.0,0.18036184,0.48
2013-07-14,51.375,12.875,20.0,39.0,40.0,0.18202493,0.56
2013-07-15,51.375,12.875,20.0,39.0,40.0,0.181533,0.45
2013-07-16,51.375,12.875,20.0,39.0,40.0,0.1819919,0.53
